Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name
MX35-1149,paid,fulfilled,248.28,1800.0,0.0,12/01/2018 20:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RAMIREZ
MX35-1150,paid,fulfilled,248.27,1800.0,0.0,12/01/2018 21:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1151,paid,fulfilled,248.27,1800.0,0.0,12/01/2018 21:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR
MX35-1152,paid,unfulfilled,248.28,1800.0,0.0,13/01/2018 18:09:00,1,1799.99,16/1/2018,Cash,0.0,Tienda B,pos,CAMARENA
MX35-1153,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 18:39:00,1,0.01,No cancelado,External Credit,0.0,Tienda B,pos,Micas Oftalmicas
MX35-1154,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 18:43:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR
MX35-1155,paid,fulfilled,344.83,2500.0,0.0,13/01/2018 18:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1156,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1157,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 19:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA
MX35-1158,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ESQUIVEL
MX35-1159,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 20:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1160,paid,fulfilled,613.79,4450.0,0.0,13/01/2018 20:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,WOODY
MX35-1161,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 21:01:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK
MX35-1162,paid,fulfilled,496.55,3600.0,0.0,13/01/2018 21:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1163,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 22:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1164,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 22:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1165,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 22:25:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,JANIS
MX35-1166,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 22:35:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1167,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 22:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1168,partially_refunded,fulfilled,248.28,1800.0,0.0,13/01/2018 22:55:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,RUDYARD
MX35-1169,paid,fulfilled,253.79,1840.0,0.0,13/01/2018 23:13:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,COOPER
MX35-1170,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 23:23:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN
MX35-1171,partially_refunded,fulfilled,248.28,1800.0,0.0,13/01/2018 23:48:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,SEYMOUR
MX35-1172,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 01:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CAMARENA
MX35-1173,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 01:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1174,paid,fulfilled,248.27,1800.0,0.0,14/01/2018 19:13:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1175,partially_refunded,fulfilled,248.28,1800.0,0.0,14/01/2018 19:19:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,CLARK
MX35-1176,paid,fulfilled,248.27,1800.0,0.0,14/01/2018 19:35:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK
MX35-1177,paid,fulfilled,517.24,3750.0,0.0,14/01/2018 19:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1178,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 20:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS
MX35-1179,paid,fulfilled,248.27,1800.0,0.0,14/01/2018 20:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS
MX35-1180,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 20:41:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN
MX35-1181,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 21:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1182,paid,fulfilled,248.27,1800.0,0.0,14/01/2018 22:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1183,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 23:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1184,paid,fulfilled,248.27,1800.0,0.0,15/01/2018 23:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1185,paid,unfulfilled,248.27,1800.0,0.0,15/01/2018 23:41:00,1,1799.99,15/1/2018,Cash,0.0,Tienda B,pos,RUDYARD
MX35-1186,paid,fulfilled,0.0,0.0,1800.0,16/01/2018 00:22:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,RUDYARD
MX35-1187,paid,fulfilled,248.27,1800.0,0.0,16/01/2018 00:24:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK
MX35-1188,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 00:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD
MX35-1189,paid,unfulfilled,248.28,1800.0,0.0,16/01/2018 01:11:00,1,1799.99,27/1/2018,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1190,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 01:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1191,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 01:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK
MX35-1192,paid,fulfilled,344.83,2500.0,0.0,16/01/2018 02:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1193,paid,fulfilled,344.83,2500.0,0.0,16/01/2018 02:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GINSBERG
MX35-1194,paid,fulfilled,6.21,45.0,0.0,16/01/2018 02:06:00,1,15.0,No cancelado,Cash,0.0,Tienda B,pos,Lapiz #Cuatroojos
MX35-1195,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 18:26:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR
MX35-1196,paid,fulfilled,227.58,1650.0,150.0,16/01/2018 19:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1197,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 19:40:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS
MX35-1198,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 20:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RAMIREZ
MX35-1199,partially_refunded,fulfilled,248.28,1800.0,0.0,16/01/2018 21:08:00,1,1799.99,No cancelado,Cash,150.0,Tienda B,pos,SEYMOUR
MX35-1200,paid,fulfilled,227.58,1650.0,150.0,16/01/2018 21:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1201,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 22:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1202,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 22:35:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS
MX35-1203,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 23:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS
MX35-1204,paid,fulfilled,248.27,1800.0,0.0,16/01/2018 23:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD
MX35-1205,paid,fulfilled,248.27,1800.0,0.0,16/01/2018 23:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1206,paid,fulfilled,248.27,1800.0,0.0,17/01/2018 00:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1207,paid,fulfilled,0.0,0.0,1800.0,17/01/2018 00:44:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ALDOUS
MX35-1208,paid,fulfilled,9.66,70.0,0.0,17/01/2018 00:48:00,1,70.0,No cancelado,Cash,0.0,Tienda B,pos,Polanco
MX35-1209,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 01:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1210,paid,fulfilled,96.55,700.0,0.0,17/01/2018 01:45:00,1,700.0,No cancelado,Cash,0.0,Tienda B,pos,Clipon
MX35-1211,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 01:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD
MX35-1212,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 18:35:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK
MX35-1213,paid,fulfilled,0.0,0.0,1800.0,17/01/2018 19:09:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ESQUIVEL
MX35-1214,paid,fulfilled,227.58,1650.0,150.0,17/01/2018 19:23:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN
MX35-1215,paid,fulfilled,26.21,190.0,0.0,17/01/2018 19:44:00,1,70.0,No cancelado,Cash,0.0,Tienda B,pos,Polanco
MX35-1216,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 20:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,COOPER
MX35-1217,paid,fulfilled,248.27,1800.0,0.0,17/01/2018 20:41:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK
MX35-1218,paid,fulfilled,96.55,700.0,0.0,17/01/2018 22:12:00,1,700.0,No cancelado,External Credit,0.0,Tienda B,pos,Clipon
MX35-1219,paid,fulfilled,0.0,0.0,1800.0,17/01/2018 22:15:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,RAMIREZ
MX35-1220,paid,fulfilled,468.97,3400.0,0.0,17/01/2018 23:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1221,paid,fulfilled,248.27,1800.0,0.0,17/01/2018 23:30:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS
MX35-1222,paid,fulfilled,248.27,1800.0,0.0,17/01/2018 23:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY
MX35-1223,paid,fulfilled,227.58,1650.0,150.0,18/01/2018 00:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1224,paid,fulfilled,227.58,1650.0,150.0,18/01/2018 01:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,WALLY
MX35-1225,paid,fulfilled,227.58,1650.0,150.0,18/01/2018 01:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1226,paid,fulfilled,248.28,1800.0,0.0,19/01/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1227,paid,fulfilled,248.27,1800.0,0.0,19/01/2018 19:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CHAVELA
MX35-1228,paid,fulfilled,248.27,1800.0,0.0,19/01/2018 20:34:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,LUCAS
MX35-1229,paid,fulfilled,227.58,1650.0,150.0,19/01/2018 20:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1230,paid,fulfilled,248.27,1800.0,0.0,19/01/2018 22:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING
MX35-1231,paid,fulfilled,248.28,1800.0,0.0,19/01/2018 23:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR
MX35-1232,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 00:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1233,paid,unfulfilled,248.28,1800.0,0.0,20/01/2018 00:55:00,1,1799.99,28/1/2018,External Credit,0.0,Tienda B,pos,CLARK
MX35-1234,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 01:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1235,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 18:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS
MX35-1236,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 18:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1237,paid,fulfilled,124.14,900.0,0.0,20/01/2018 19:04:00,2,450.0,No cancelado,External Credit,0.0,Tienda B,pos,Mica Monofocal
MX35-1238,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 19:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD
MX35-1239,paid,unfulfilled,248.28,1800.0,0.0,20/01/2018 19:34:00,1,1799.99,28/1/2018,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1240,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK
MX35-1241,paid,fulfilled,468.97,3400.0,0.0,20/01/2018 19:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CHAVELA
MX35-1242,partially_refunded,fulfilled,593.1,4300.0,0.0,20/01/2018 20:10:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,ESQUIVEL
MX35-1243,paid,fulfilled,264.83,1920.0,0.0,20/01/2018 20:16:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS
MX35-1244,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 20:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN
MX35-1245,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 21:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS
MX35-1246,partially_refunded,fulfilled,227.58,1650.0,150.0,20/01/2018 21:29:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,MOLEMAN
MX35-1247,refunded,unfulfilled,668.97,4850.0,0.0,20/01/2018 21:36:00,1,1799.99,27/1/2018,External Credit,4850.0,Tienda B,pos,HAWKING
MX35-1248,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 22:54:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN
MX35-1249,paid,fulfilled,227.58,1650.0,150.0,20/01/2018 23:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1250,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 23:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK
MX35-1251,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 00:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1252,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 00:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK
MX35-1253,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 01:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1254,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 01:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK
MX35-1255,partially_refunded,fulfilled,248.28,1800.0,0.0,21/01/2018 01:39:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,MOLEMAN
MX35-1256,partially_refunded,fulfilled,496.55,3600.0,0.0,21/01/2018 19:45:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,WALLY
MX35-1257,paid,fulfilled,15.17,110.0,0.0,21/01/2018 19:49:00,1,70.0,No cancelado,External Credit,0.0,Tienda B,pos,Polanco
MX35-1258,paid,fulfilled,0.0,0.0,1800.0,21/01/2018 19:58:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ESQUIVEL
MX35-1259,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 20:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA
MX35-1260,partially_refunded,fulfilled,248.28,1800.0,0.0,21/01/2018 20:26:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,BARRAGAN
MX35-1261,paid,fulfilled,227.58,1650.0,150.0,21/01/2018 21:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1262,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 21:40:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY
MX35-1263,partially_refunded,fulfilled,248.28,1800.0,0.0,21/01/2018 23:40:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,ALDOUS
MX35-1264,paid,fulfilled,517.24,3750.0,0.0,21/01/2018 23:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS
MX35-1265,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 00:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CHAVELA
MX35-1266,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 00:28:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,PARKS
MX35-1267,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 00:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,WOODY
MX35-1268,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 18:17:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CAMARENA
MX35-1269,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 18:31:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,RAMIREZ
MX35-1270,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GINSBERG
MX35-1271,paid,fulfilled,227.58,1650.0,150.0,22/01/2018 19:40:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1272,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 20:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1273,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 20:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1274,paid,fulfilled,400.0,2900.0,0.0,22/01/2018 21:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY
MX35-1275,paid,fulfilled,5.52,40.0,0.0,22/01/2018 21:35:00,1,40.0,No cancelado,Cash,0.0,Tienda B,pos,Polanco
MX35-1276,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 22:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1277,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 22:19:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS
MX35-1278,paid,fulfilled,4.14,30.0,0.0,22/01/2018 22:22:00,1,30.0,No cancelado,Cash,0.0,Tienda B,pos,Tatuajes #Cuatroojos
MX35-1279,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 23:39:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR
MX35-1280,paid,fulfilled,227.58,1650.0,150.0,23/01/2018 00:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN
MX35-1281,paid,fulfilled,317.24,2300.0,0.0,23/01/2018 00:51:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA
MX35-1282,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 01:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1283,paid,fulfilled,0.0,0.0,1800.0,23/01/2018 18:06:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,DARIA
MX35-1284,paid,fulfilled,468.97,3400.0,0.0,23/01/2018 18:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1285,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 18:38:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,DARIA
MX35-1286,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 18:51:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,JANIS
MX35-1287,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 20:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY
MX35-1288,paid,fulfilled,593.1,4300.0,0.0,23/01/2018 20:43:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,WOODY
MX35-1289,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 22:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1290,paid,fulfilled,717.24,5200.0,0.0,24/01/2018 18:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA
MX35-1291,paid,fulfilled,227.59,1650.0,150.0,24/01/2018 19:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS
MX35-1292,paid,fulfilled,2.07,15.0,0.0,24/01/2018 19:10:00,1,15.0,No cancelado,Cash,0.0,Tienda B,pos,Polanco
MX35-1293,paid,fulfilled,248.28,1800.0,0.0,24/01/2018 19:54:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN
MX35-1294,paid,fulfilled,248.28,1800.0,0.0,24/01/2018 20:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1295,paid,fulfilled,248.28,1800.0,0.0,24/01/2018 22:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1296,paid,fulfilled,248.28,1800.0,0.0,24/01/2018 23:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1297,paid,fulfilled,227.59,1650.0,150.0,25/01/2018 00:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RAMIREZ
MX35-1298,paid,unfulfilled,248.28,1800.0,0.0,25/01/2018 00:54:00,1,1799.99,24/1/2018,Cash,0.0,Tienda B,pos,DARIA
MX35-1299,paid,fulfilled,0.0,0.0,1800.0,25/01/2018 00:59:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,MOLEMAN
MX35-1300,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 01:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS
MX35-1301,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 01:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING
MX35-1302,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 01:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING
MX35-1303,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 02:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING
MX35-1304,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 18:17:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS
MX35-1305,paid,fulfilled,227.58,1650.0,150.0,25/01/2018 19:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS
MX35-1306,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 20:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN
MX35-1307,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 21:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1308,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 21:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1309,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 18:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS
MX35-1310,partially_refunded,fulfilled,248.28,1800.0,0.0,01/02/2018 18:42:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,PARKS
MX35-1311,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 18:58:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,DARIA JR
MX35-1312,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS
MX35-1313,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN
MX35-1314,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL
MX35-1315,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR
MX35-1316,partially_refunded,fulfilled,248.28,1800.0,0.0,01/02/2018 20:16:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,PARKS
MX35-1317,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 20:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1318,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 20:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN
MX35-1319,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 21:02:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CHAVELA
MX35-1320,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 22:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS
MX35-1321,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 22:40:00,1,0.01,No cancelado,External Credit,0.0,Tienda B,pos,Micas
MX35-1322,paid,fulfilled,496.55,3600.0,0.0,01/02/2018 23:04:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,RAMIREZ
